event_id,exposure_value,summary_id,sidx,loss
1200148,174428.61,17,3,39727.34
1200148,174428.61,17,4,66397.58
1200148,174428.61,17,6,18876.24
1200148,929730.00,18,-1,42786.45
1200148,929730.00,18,2,386790.22
1200148,929730.00,18,3,89217.73
1200148,929730.00,18,5,201610.73
1200148,929730.00,18,9,163649.98
1200148,7500.00,19,-1,106.40
1200148,7500.00,19,2,3843.28
1200148,575000.00,20,-1,4010.15
500097,66020.00,2,-1,7661.30
500097,66020.00,2,8,27116.79
500097,180684.00,9,-1,23523.23
500097,180684.00,9,3,45121.82
500097,180684.00,9,5,71716.67
500097,180684.00,9,7,31754.99
500097,180684.00,9,8,37065.89
500097,171182.41,10,-1,21575.97
500097,171182.41,10,5,37925.03
500097,171182.41,10,6,56444.11
500097,171182.41,10,7,5591.22
500097,137875.00,11,-1,17619.93
500097,137875.00,11,4,74693.69
500097,137875.00,11,6,48351.45
500097,137875.00,11,9,41890.52
500097,349701.97,12,-1,24275.62
500097,349701.97,12,2,72342.88
500097,349701.97,12,3,38883.17
500097,349701.97,12,7,92323.54
500097,159591.42,13,-1,11660.98
500097,159591.42,13,2,25526.79
500097,159591.42,13,3,23683.12
500097,159591.42,13,4,19620.27
500097,159591.42,13,9,54049.28
500097,236585.00,14,-1,5015.15
500097,236585.00,14,9,12487.68
500097,476871.03,15,-1,12835.50
500097,476871.03,15,3,45410.74
500097,476871.03,15,5,104664.49
500097,476871.03,15,9,93234.73
500097,352756.00,16,-1,15770.62
500097,352756.00,16,2,90106.87
500097,352756.00,16,3,44552.82
500097,174428.61,17,-1,7768.73
500097,174428.61,17,2,55124.73
300229,26947.97,6,-1,111.03
300229,87186.00,7,-1,235.06
300229,36000.00,8,-1,148.33
300229,36000.00,8,7,9123.51
300229,180684.00,9,-1,24878.06
300229,180684.00,9,1,28072.48
300229,180684.00,9,7,25424.62
300229,180684.00,9,8,47331.15
300229,180684.00,9,9,91050.17
300229,171182.41,10,-1,22819.02
300229,171182.41,10,1,24010.31
300229,171182.41,10,3,51431.53
300229,171182.41,10,6,72523.36
300229,171182.41,10,7,49738.94
300229,137875.00,11,-1,18634.92
300229,137875.00,11,2,67992.65
300229,137875.00,11,8,66372.41
300229,137875.00,11,9,63195.77
1300265,62000.00,1,-1,3533.67
1300265,62000.00,1,3,30603.36
1300265,62000.00,1,7,25913.52
1300265,62000.00,1,8,30511.03
1300265,415543.94,3,-1,33887.36
1300265,415543.94,3,5,29210.38
1300265,415543.94,3,6,45262.01
1300265,415543.94,3,7,32046.88
1300265,415543.94,3,8,42398.00
1300265,415543.94,3,10,25252.52
1300265,138156.72,4,-1,11256.30
1300265,138156.72,4,2,39554.72
1300265,138156.72,4,9,25438.15
1300265,138156.72,4,10,45117.38
1300265,219837.00,5,-1,17548.56
1300265,219837.00,5,2,57385.93
1300265,219837.00,5,5,33821.45
1300265,219837.00,5,6,6702.31
1300265,219837.00,5,9,42371.12
1300265,26947.97,6,-1,3088.44
1300265,26947.97,6,9,12800.16
1300265,87186.00,7,-1,6854.13
1300265,87186.00,7,1,11703.05
1300265,87186.00,7,4,24729.34
1300265,87186.00,7,6,18855.76
1300265,87186.00,7,7,20257.52
1300265,87186.00,7,9,10455.25
1300265,36000.00,8,-1,4125.87
1300265,7500.00,19,-1,464.71
1300265,7500.00,19,5,5547.40
1300265,575000.00,20,-1,19980.47
1700189,415543.94,3,-1,15772.40
1700189,415543.94,3,1,54152.96
1700189,415543.94,3,6,37624.54
1700189,415543.94,3,8,19420.76
1700189,138156.72,4,-1,5239.27
1700189,138156.72,4,1,18166.68
1700189,138156.72,4,3,44152.90
1700189,219837.00,5,-1,8174.49
1700189,219837.00,5,1,45634.37
1700189,219837.00,5,2,53965.52
1700189,219837.00,5,5,38060.41
1700189,219837.00,5,9,63754.37
1700189,26947.97,6,-1,72.41
1700189,87186.00,7,-1,153.30
1700189,87186.00,7,2,7502.67
1700189,36000.00,8,-1,96.74
1700189,36000.00,8,9,8777.76
1700189,7500.00,19,-1,447.28
1700189,7500.00,19,2,3386.04
1700189,7500.00,19,10,4086.74
1700189,575000.00,20,-1,18868.47
1700189,575000.00,20,5,520241.41
1400019,62000.00,1,-1,10078.10
1400019,62000.00,1,4,5526.22
1400019,62000.00,1,5,24851.99
1400019,62000.00,1,6,43373.14
1400019,62000.00,1,10,28305.11
1400019,66020.00,2,-1,8418.00
1400019,66020.00,2,1,24923.78
1400019,66020.00,2,2,42205.31
1400019,66020.00,2,5,14696.17
1400019,66020.00,2,8,35237.36
1400019,66020.00,2,10,21986.94
1400019,415543.94,3,-1,36536.39
1400019,415543.94,3,1,48287.51
1400019,415543.94,3,2,34807.08
1400019,415543.94,3,3,61908.09
1400019,415543.94,3,5,15444.74
1400019,415543.94,3,7,29946.01
1400019,415543.94,3,8,87459.46
1400019,415543.94,3,9,32825.36
1400019,415543.94,3,10,52508.98
1400019,138156.72,4,-1,12136.03
1400019,138156.72,4,1,17937.63
1400019,219837.00,5,-1,18912.99
1400019,219837.00,5,8,31412.26
1400019,26947.97,6,-1,3395.48
1400019,26947.97,6,4,14239.49
1400019,26947.97,6,5,18384.89
1400019,87186.00,7,-1,7570.32
1400019,87186.00,7,2,21040.05
1400019,87186.00,7,6,15725.52
1400019,87186.00,7,7,19354.07
1400019,36000.00,8,-1,4536.04
1400019,36000.00,8,6,18104.54
1400019,36000.00,8,8,22013.81
1400019,36000.00,8,9,4304.08
1400019,36000.00,8,10,9030.27
1400019,180684.00,9,-1,29918.55
1400019,180684.00,9,4,50220.17
1400019,180684.00,9,5,45182.84
1400019,180684.00,9,7,85104.78
1400019,180684.00,9,9,9605.70
1400019,180684.00,9,10,12012.41
1400019,171182.41,10,-1,27445.15
1400019,171182.41,10,3,10294.16
1400019,171182.41,10,4,62565.06
1400019,171182.41,10,5,36555.61
1400019,171182.41,10,7,75618.88
1400019,171182.41,10,8,48176.50
1400019,171182.41,10,9,6483.38
1400019,137875.00,11,-1,22411.82
1400019,137875.00,11,6,108050.66
1400019,137875.00,11,8,106952.10
1400019,349701.97,12,-1,26749.98
1400019,349701.97,12,4,55225.75
1400019,349701.97,12,5,31835.62
1400019,349701.97,12,6,21254.86
1400019,349701.97,12,7,59541.80
1400019,349701.97,12,8,27905.71
1400019,349701.97,12,9,129929.84
1400019,349701.97,12,10,24749.29
1400019,159591.42,13,-1,12845.59
1400019,159591.42,13,3,16719.58
1400019,159591.42,13,6,36886.46
1400019,159591.42,13,8,22671.89
1400019,159591.42,13,9,23945.90
1400019,159591.42,13,10,24015.22
1400019,236585.00,14,-1,6427.94
1400019,236585.00,14,9,46399.28
1400019,476871.03,15,-1,16400.51
1400019,476871.03,15,2,117849.28
1400019,476871.03,15,3,85449.73
1400019,476871.03,15,7,140896.91
1400019,476871.03,15,9,79057.09
1400019,352756.00,16,-1,17971.26
1400019,352756.00,16,5,56883.60
1400019,352756.00,16,6,54764.69
1400019,174428.61,17,-1,8853.02
1400019,174428.61,17,1,40212.34
1400019,174428.61,17,2,30555.29
1400019,174428.61,17,6,36565.78
1400019,7500.00,19,-1,488.17
1400019,7500.00,19,6,5284.60
1400019,575000.00,20,-1,21382.01
1400019,575000.00,20,7,180761.56
1900157,62000.00,1,-1,13145.26
1900157,62000.00,1,1,29988.69
1900157,62000.00,1,2,22743.84
1900157,62000.00,1,3,22186.57
1900157,62000.00,1,9,43447.08
1900157,415543.94,3,-1,35375.21
1900157,415543.94,3,1,9649.07
1900157,415543.94,3,4,15303.23
1900157,415543.94,3,5,58232.89
1900157,415543.94,3,6,22436.77
1900157,415543.94,3,7,96182.38
1900157,415543.94,3,8,17250.25
1900157,415543.94,3,9,39890.70
1900157,138156.72,4,-1,11750.40
1900157,138156.72,4,5,30431.36
1900157,138156.72,4,6,11422.56
1900157,138156.72,4,7,8333.45
1900157,138156.72,4,10,48519.33
1900157,219837.00,5,-1,18314.91
1900157,219837.00,5,3,50499.51
1900157,219837.00,5,4,32974.85
1900157,219837.00,5,7,29662.55
1900157,26947.97,6,-1,3839.69
1900157,26947.97,6,2,21365.41
1900157,26947.97,6,6,11355.19
