summary_id,sidx,return_period,loss
1,1,10000.000000,295905.625000
1,1,7500.000000,268197.000000
1,1,5000.000000,240488.343750
1,1,1000.000000,154794.937500
1,1,500.000000,112253.156250
1,1,250.000000,84037.289062
1,1,200.000000,72576.609375
1,1,100.000000,30388.000000
1,1,50.000000,0.000000
1,1,25.000000,0.000000
1,1,20.000000,0.000000
1,1,10.000000,0.000000
1,1,5.000000,0.000000
1,1,2.000000,0.000000
1,2,10000.000000,247819.609375
1,2,7500.000000,247464.593750
1,2,5000.000000,247109.593750
1,2,1000.000000,159090.625000
1,2,500.000000,118645.000000
1,2,250.000000,82630.484375
1,2,200.000000,71048.093750
1,2,100.000000,31897.960938
1,2,50.000000,0.000000
1,2,25.000000,0.000000
1,2,20.000000,0.000000
1,2,10.000000,0.000000
1,2,5.000000,0.000000
1,2,2.000000,0.000000
1,3,10000.000000,328635.406250
1,3,7500.000000,300618.906250
1,3,5000.000000,272602.406250
1,3,1000.000000,174760.656250
1,3,500.000000,129500.851562
1,3,250.000000,88333.976562
1,3,200.000000,72221.007812
1,3,100.000000,36597.875000
1,3,50.000000,0.000000
1,3,25.000000,0.000000
1,3,20.000000,0.000000
1,3,10.000000,0.000000
1,3,5.000000,0.000000
1,3,2.000000,0.000000
1,4,10000.000000,308975.218750
1,4,7500.000000,294405.031250
1,4,5000.000000,279834.843750
1,4,1000.000000,173854.796875
1,4,500.000000,102506.984375
1,4,250.000000,76865.945312
1,4,200.000000,65402.015625
1,4,100.000000,31507.785156
1,4,50.000000,0.000000
1,4,25.000000,0.000000
1,4,20.000000,0.000000
1,4,10.000000,0.000000
1,4,5.000000,0.000000
1,4,2.000000,0.000000
1,5,10000.000000,322537.968750
1,5,7500.000000,315983.593750
1,5,5000.000000,309429.218750
1,5,1000.000000,159244.562500
1,5,500.000000,128871.671875
1,5,250.000000,82366.335938
1,5,200.000000,70143.250000
1,5,100.000000,32351.291016
1,5,50.000000,0.000000
1,5,25.000000,0.000000
1,5,20.000000,0.000000
1,5,10.000000,0.000000
1,5,5.000000,0.000000
1,5,2.000000,0.000000
1,6,10000.000000,391042.968750
1,6,7500.000000,369210.062500
1,6,5000.000000,347377.187500
1,6,1000.000000,145267.062500
1,6,500.000000,106083.781250
1,6,250.000000,82719.523438
1,6,200.000000,73822.343750
1,6,100.000000,34843.347656
1,6,50.000000,0.000000
1,6,25.000000,0.000000
1,6,20.000000,0.000000
1,6,10.000000,0.000000
1,6,5.000000,0.000000
1,6,2.000000,0.000000
1,7,10000.000000,367369.750000
1,7,7500.000000,359054.312500
1,7,5000.000000,350738.843750
1,7,1000.000000,168027.093750
1,7,500.000000,130209.070312
1,7,250.000000,81737.687500
1,7,200.000000,71560.500000
1,7,100.000000,34120.574219
1,7,50.000000,0.000000
1,7,25.000000,0.000000
1,7,20.000000,0.000000
1,7,10.000000,0.000000
1,7,5.000000,0.000000
1,7,2.000000,0.000000
1,8,10000.000000,324688.906250
1,8,7500.000000,318981.812500
1,8,5000.000000,313274.718750
1,8,1000.000000,165884.375000
1,8,500.000000,123948.718750
1,8,250.000000,92087.523438
1,8,200.000000,71464.640625
1,8,100.000000,35394.132812
1,8,50.000000,0.000000
1,8,25.000000,0.000000
1,8,20.000000,0.000000
1,8,10.000000,0.000000
1,8,5.000000,0.000000
1,8,2.000000,0.000000
1,9,10000.000000,380559.187500
1,9,7500.000000,355849.437500
1,9,5000.000000,331139.718750
1,9,1000.000000,181603.734375
1,9,500.000000,134325.937500
1,9,250.000000,95999.562500
1,9,200.000000,76539.226562
1,9,100.000000,32523.574219
1,9,50.000000,0.000000
1,9,25.000000,0.000000
1,9,20.000000,0.000000
1,9,10.000000,0.000000
1,9,5.000000,0.000000
1,9,2.000000,0.000000
1,10,10000.000000,308604.593750
1,10,7500.000000,300670.687500
1,10,5000.000000,292736.781250
1,10,1000.000000,153772.750000
1,10,500.000000,121372.625000
1,10,250.000000,79889.835938
1,10,200.000000,72031.171875
1,10,100.000000,34443.656250
1,10,50.000000,0.000000
1,10,25.000000,0.000000
1,10,20.000000,0.000000
1,10,10.000000,0.000000
1,10,5.000000,0.000000
1,10,2.000000,0.000000
1,11,10000.000000,336994.500000
1,11,7500.000000,308805.750000
1,11,5000.000000,280617.000000
1,11,1000.000000,187576.406250
1,11,500.000000,144929.703125
1,11,250.000000,86440.820312
1,11,200.000000,73199.906250
1,11,100.000000,30790.037109
1,11,50.000000,0.000000
1,11,25.000000,0.000000
1,11,20.000000,0.000000
1,11,10.000000,0.000000
1,11,5.000000,0.000000
1,11,2.000000,0.000000
1,12,10000.000000,288205.875000
1,12,7500.000000,273875.531250
1,12,5000.000000,259545.203125
1,12,1000.000000,131695.750000
1,12,500.000000,107550.734375
1,12,250.000000,77626.453125
1,12,200.000000,63467.128906
1,12,100.000000,28581.169922
1,12,50.000000,0.000000
1,12,25.000000,0.000000
1,12,20.000000,0.000000
1,12,10.000000,0.000000
1,12,5.000000,0.000000
1,12,2.000000,0.000000
1,13,10000.000000,484881.812500
1,13,7500.000000,427885.000000
1,13,5000.000000,370888.187500
1,13,1000.000000,175820.328125
1,13,500.000000,137845.515625
1,13,250.000000,83262.195312
1,13,200.000000,71558.695312
1,13,100.000000,27569.171875
