summary_id,type,return_period,loss
1,1,1000.000000,504461.031250
1,1,500.000000,252230.515625
1,1,250.000000,126115.257812
1,1,200.000000,100892.203125
1,1,100.000000,50446.101562
1,1,75.000000,37834.578125
1,1,50.000000,25223.050781
1,1,30.000000,15133.831055
1,1,10.000000,5044.610352
1,1,7.000000,4998.331055
1,1,5.000000,4967.478516
1,1,3.000000,0.000000
2,1,1000.000000,447946.218750
2,1,500.000000,223973.093750
2,1,250.000000,111986.546875
2,1,200.000000,89589.234375
2,1,100.000000,44794.617188
2,1,75.000000,33595.964844
2,1,50.000000,22397.308594
2,1,30.000000,13438.385742
2,1,10.000000,4479.461914
2,1,7.000000,4087.722900
2,1,5.000000,3826.563477
2,1,3.000000,0.000000
3,1,1000.000000,1849200.250000
3,1,500.000000,924600.125000
3,1,250.000000,462300.062500
3,1,200.000000,369840.031250
3,1,100.000000,184920.015625
3,1,75.000000,138690.015625
3,1,50.000000,92460.007812
3,1,30.000000,55476.007812
3,1,10.000000,18492.001953
3,1,7.000000,18433.371094
3,1,5.000000,18394.285156
3,1,3.000000,0.000000
4,1,1000.000000,614233.687500
4,1,500.000000,307116.875000
4,1,250.000000,153558.437500
4,1,200.000000,122846.750000
4,1,100.000000,61423.375000
4,1,75.000000,46067.531250
4,1,50.000000,30711.687500
4,1,30.000000,18427.011719
4,1,10.000000,6142.337402
4,1,7.000000,6122.866699
4,1,5.000000,6109.886230
4,1,3.000000,0.000000
5,1,1000.000000,957176.750000
5,1,500.000000,478588.375000
5,1,250.000000,239294.187500
5,1,200.000000,191435.359375
5,1,100.000000,95717.671875
5,1,75.000000,71788.257812
5,1,50.000000,47858.835938
5,1,30.000000,28715.302734
5,1,10.000000,9571.767578
5,1,7.000000,9541.570312
5,1,5.000000,9521.439453
5,1,3.000000,0.000000
6,1,1000.000000,171124.921875
6,1,500.000000,85562.460938
6,1,250.000000,42781.230469
6,1,200.000000,34224.988281
6,1,100.000000,17112.494141
6,1,75.000000,12834.369141
6,1,50.000000,8556.246094
6,1,30.000000,5133.748047
6,1,10.000000,1711.249268
6,1,7.000000,1698.008057
6,1,5.000000,1689.180664
6,1,3.000000,0.000000
7,1,1000.000000,381721.093750
7,1,500.000000,190860.562500
7,1,250.000000,95430.273438
7,1,200.000000,76344.218750
7,1,100.000000,38172.109375
7,1,75.000000,28629.082031
7,1,50.000000,19086.054688
7,1,30.000000,11451.632812
7,1,10.000000,3817.210938
7,1,7.000000,3785.745117
7,1,5.000000,3764.767822
7,1,3.000000,0.000000
8,1,1000.000000,228607.156250
8,1,500.000000,114303.570312
8,1,250.000000,57151.789062
8,1,200.000000,45721.429688
8,1,100.000000,22860.716797
8,1,75.000000,17145.537109
8,1,50.000000,11430.357422
8,1,30.000000,6858.214844
8,1,10.000000,2286.071533
8,1,7.000000,2268.382324
8,1,5.000000,2256.589600
8,1,3.000000,0.000000
12,1,1000.000000,1429583.125000
12,1,500.000000,714791.500000
12,1,250.000000,357395.781250
12,1,200.000000,285916.656250
12,1,100.000000,142958.312500
12,1,75.000000,107218.726562
12,1,50.000000,71479.156250
12,1,30.000000,42887.492188
12,1,10.000000,14295.831055
12,1,7.000000,12989.221680
12,1,5.000000,12118.149414
12,1,3.000000,0.000000
13,1,1000.000000,686367.062500
13,1,500.000000,343183.531250
13,1,250.000000,171591.765625
13,1,200.000000,137273.421875
13,1,100.000000,68636.710938
13,1,75.000000,51477.531250
13,1,50.000000,34318.355469
13,1,30.000000,20591.011719
13,1,10.000000,6863.670898
13,1,7.000000,6238.148438
13,1,5.000000,5821.133301
13,1,3.000000,0.000000
14,1,1000.000000,403052.781250
14,1,500.000000,201526.390625
14,1,250.000000,100763.203125
14,1,200.000000,80610.562500
14,1,100.000000,40305.277344
14,1,75.000000,30228.958984
14,1,50.000000,20152.638672
14,1,30.000000,12091.583984
14,1,10.000000,4030.527832
14,1,7.000000,3116.757080
14,1,5.000000,2507.576660
14,1,3.000000,0.000000
15,1,1000.000000,1024992.437500
15,1,500.000000,512496.187500
15,1,250.000000,256248.093750
15,1,200.000000,204998.468750
15,1,100.000000,102499.234375
15,1,75.000000,76874.429688
15,1,50.000000,51249.617188
15,1,30.000000,30749.771484
15,1,10.000000,10249.923828
15,1,7.000000,7950.620117
15,1,5.000000,6417.751465
