event_id,summary_id,sidx,loss
93,1,1,196.857422
93,1,2,35597.960938
93,1,3,19558.064453
93,1,4,8585.966797
93,1,5,10606.594727
93,1,6,3813.406250
93,1,7,14204.193359
93,1,8,2207.182129
93,1,9,12244.419922
93,1,10,663.784180
93,1,11,15718.242188
93,1,12,2707.265625
93,1,13,8732.012695
93,1,14,13439.894531
93,1,15,79509.976562
93,1,16,2459.326660
93,1,17,26913.863281
93,1,18,12740.318359
93,1,19,6507.350098
93,1,20,7219.289062
93,1,21,19202.714844
93,1,22,1607.496094
93,1,23,11201.646484
93,1,26,2892.435059
93,1,30,12153.637695
93,1,31,5786.924805
93,1,32,8529.337891
93,1,33,4662.878906
93,1,34,7887.096680
93,1,35,8518.691406
93,1,36,3811.594482
93,1,37,12097.718750
93,1,38,21618.671875
93,1,39,3695.209473
93,1,40,3858.668701
93,1,41,14954.296875
93,1,42,9160.002930
93,1,43,12306.676758
93,1,44,3971.931152
93,1,46,10860.482422
93,1,47,7464.796875
93,1,49,17144.876953
93,1,50,2289.617188
93,1,51,8740.162109
93,1,53,9319.913086
93,1,54,13151.486328
93,1,56,1308.582031
93,1,57,9800.205078
93,1,58,12507.771484
93,1,59,1591.155273
93,1,60,22539.916016
93,1,61,807.140625
93,1,62,10649.638672
93,1,63,6832.548340
93,1,64,7320.989258
93,1,67,2218.957031
93,1,68,1290.479492
93,1,69,56948.234375
93,1,70,13973.792969
93,1,71,36105.417969
93,1,77,10916.228516
93,1,78,4902.058594
93,1,79,26633.015625
93,1,80,13375.575195
93,1,81,9287.916016
93,1,82,42044.507812
93,1,83,10735.359375
93,1,84,9614.629883
93,1,85,12276.039062
93,1,86,1666.194824
93,1,87,11088.096680
93,1,88,9423.626953
93,1,89,3800.617920
93,1,90,8304.627930
93,1,91,855.471680
93,1,92,4878.946777
93,1,93,22245.876953
93,1,94,8783.906250
93,1,97,6743.821289
93,1,99,10845.776367
93,1,100,8078.153320
119,1,-1,11071.846680
119,1,1,5462.312500
119,1,2,450.107910
119,1,3,3330.151611
119,1,4,16725.210938
119,1,5,20763.189453
119,1,6,5533.182129
119,1,7,19449.259766
119,1,8,24586.406250
119,1,9,2579.368652
119,1,10,13661.050781
119,1,11,25256.181641
119,1,12,15599.050781
119,1,13,15766.068359
119,1,14,56527.703125
119,1,15,10482.063477
119,1,16,39249.683594
119,1,17,27698.978516
119,1,18,24108.650391
119,1,19,8077.728516
119,1,20,18044.525391
119,1,22,18559.412109
119,1,23,6750.298340
119,1,24,10858.623047
119,1,25,1140.020508
119,1,26,15032.792969
119,1,27,18364.158203
119,1,28,17194.447266
119,1,29,27731.666016
119,1,30,16469.658203
119,1,31,41253.035156
119,1,33,8442.995117
119,1,34,9066.043945
119,1,35,75743.398438
119,1,36,29066.382812
119,1,37,18720.794922
119,1,38,12809.845703
119,1,39,11005.732422
119,1,40,20122.691406
119,1,41,11959.286133
119,1,42,5585.344727
119,1,43,12895.472656
119,1,44,3447.526611
119,1,45,10797.356445
119,1,46,4042.075684
119,1,47,11037.776367
119,1,48,93199.281250
119,1,49,16877.710938
119,1,50,43842.812500
119,1,51,5836.364258
119,1,52,37812.007812
119,1,54,10793.775391
119,1,55,29728.332031
119,1,56,8112.523438
119,1,57,14576.203125
119,1,58,41874.367188
119,1,59,7070.024902
119,1,60,9282.877930
119,1,61,31041.140625
119,1,62,2127.932861
119,1,63,19048.966797
119,1,64,3963.811768
119,1,65,19973.863281
119,1,66,3773.803223
119,1,67,49877.812500
119,1,68,20695.304688
119,1,69,16856.416016
119,1,70,17462.878906
119,1,71,11002.423828
119,1,72,14403.677734
119,1,73,3789.845215
119,1,74,10547.537109
119,1,75,1010.133301
119,1,76,5559.546875
119,1,77,46576.031250
119,1,78,24823.007812
119,1,79,1392.787354
119,1,80,14953.982422
119,1,81,15014.490234
119,1,82,10625.102539
119,1,83,15611.511719
119,1,84,5666.220215
119,1,85,104948.750000
119,1,86,616.400391
119,1,87,21466.658203
119,1,89,27072.136719
119,1,90,23082.359375
119,1,91,9433.955078
119,1,92,5487.911133
119,1,93,3991.311035
119,1,94,40924.257812
119,1,95,26352.550781
119,1,96,29757.218750
119,1,97,42359.128906
119,1,98,51484.523438
119,1,99,3506.744141
119,1,100,34353.542969
125,1,-1,0.000000
125,1,1,2860.350098
125,1,8,50.263916
125,1,13,56306.550781
125,1,14,4.621582
125,1,16,1525.491211
125,1,19,2773.061035
125,1,24,477.119629
125,1,29,613.183838
125,1,30,669.551270
125,1,31,45020.417969
125,1,34,254.552979
125,1,37,886.627441
125,1,44,380.615479
125,1,48,3750.981201
125,1,50,3171.815674
125,1,54,1448.446289
125,1,65,681.634766
125,1,67,2032.221924
125,1,71,1813.214844
125,1,72,2165.862549
125,1,77,1834.837524
125,1,91,8424.177734
125,1,93,1571.898926
138,1,-1,0.000000
138,1,2,12564.075195
138,1,3,5576.731445
138,1,4,14024.833984
138,1,6,3156.770264
138,1,7,2042.264038
138,1,8,3727.382812
138,1,10,2032.956299
138,1,13,25279.148438
138,1,19,6667.924805
138,1,21,10549.483398
138,1,22,9126.544922
138,1,23,373.108398
138,1,24,11388.220703
138,1,25,2849.295410
138,1,27,1487.069336
138,1,29,4300.497070
138,1,32,11170.840820
138,1,33,7348.512695
138,1,37,8065.109375
138,1,38,11683.762695
138,1,41,6894.537598
138,1,43,2080.571045
138,1,44,8577.820312
138,1,46,6570.346680
138,1,49,199.800049
138,1,51,25086.015625
138,1,52,30037.462891
138,1,53,26626.703125
138,1,54,8018.106445
138,1,55,498.342773
138,1,56,7115.014160
138,1,58,574.131836
138,1,59,102.017578
138,1,63,5718.653320
138,1,66,24893.171875
138,1,68,653.441406
138,1,69,3606.146973
138,1,74,19216.119141
138,1,76,78.537598
138,1,77,1372.235352
138,1,78,8678.400391
138,1,79,4688.614258
138,1,80,4086.862549
138,1,82,5453.563965
138,1,83,2321.407715
138,1,84,21098.443359
138,1,86,10897.799805
138,1,87,1275.392578
138,1,88,3622.649902
138,1,90,1430.679688
138,1,96,1677.542969
138,1,98,9422.634766
139,1,-1,0.000000
139,1,24,27186.710938
139,1,44,46081.664062
139,1,76,41692.687500
139,1,84,35353.351562
153,1,-1,0.000000
153,1,20,286.107422
153,1,27,566.418945
153,1,28,78155.960938
153,1,50,1590.183594
153,1,73,841.671875
153,1,91,407.692871
163,1,-1,0.000000
165,1,-1,0.000000
165,1,1,169.076660
165,1,3,437.555176
165,1,4,1041.878906
165,1,7,9746.465820
165,1,8,1727.210938
165,1,11,38502.164062
165,1,12,1740.083008
165,1,16,827.984619
165,1,18,1101.342773
165,1,19,1213.924805
165,1,20,2530.285889
165,1,21,1439.878906
165,1,23,455.340576
165,1,30,47.712402
165,1,32,17948.130859
165,1,33,3824.989014
165,1,34,11594.396484
165,1,36,5557.329590
165,1,38,8693.822266
165,1,39,1035.101562
165,1,40,5392.235840
165,1,41,9677.043945
165,1,42,1319.520020
165,1,43,9153.552734
165,1,45,2267.710938
165,1,46,10041.882812
165,1,48,10142.067383
165,1,50,7554.318848
165,1,51,4516.151367
165,1,53,2189.384277
165,1,58,4123.268555
165,1,65,1397.023438
165,1,67,9001.763672
165,1,68,1315.407715
165,1,69,1248.315674
165,1,72,523.540527
165,1,75,6164.191406
165,1,77,5716.550781
165,1,82,1558.922852
165,1,87,15792.000000
165,1,88,12052.873047
165,1,89,5044.919434
165,1,90,1153.743164
165,1,93,27315.613281
165,1,95,3244.054688
165,1,99,7090.149902
179,1,-1,0.000000
198,1,-1,0.000000
217,1,-1,0.000000
217,1,1,16151.281250
217,1,5,1973.306274
217,1,7,3099.632812
217,1,8,33840.519531
217,1,9,8681.385742
217,1,11,959.168945
217,1,15,1304.375977
217,1,18,11811.153320
217,1,20,37801.492188
217,1,26,143.387207
217,1,27,4487.715820
217,1,28,22156.394531
217,1,29,20935.837891
217,1,33,20573.974609
217,1,35,3835.145264
217,1,36,8990.654297
217,1,41,18187.093750
217,1,42,32130.074219
217,1,44,238.202148
217,1,45,5828.273438
217,1,47,14862.562500
217,1,49,18774.978516
217,1,54,11161.474609
217,1,55,9590.643555
217,1,57,7065.915527
217,1,58,5791.584473
217,1,61,20616.808594
217,1,63,10324.159180
217,1,69,9891.481445
217,1,72,1562.625000
217,1,74,997.177734
217,1,75,809.492188
217,1,76,701.049805
217,1,77,20201.962891
217,1,78,3736.555420
217,1,81,376.935547
217,1,83,3102.609375
217,1,86,17948.437500
217,1,88,11761.650391
217,1,89,38688.265625
217,1,90,21962.554688
240,1,-1,6751.143066
240,1,1,36166.019531
240,1,2,489.384766
240,1,3,14028.927734
240,1,4,1619.549316
240,1,5,872.005371
240,1,6,3041.645264
240,1,7,72006.640625
240,1,8,16032.550781
240,1,9,33354.082031
240,1,10,9780.494141
240,1,12,21564.042969
240,1,13,9273.710938
240,1,14,12305.953125
240,1,15,12956.515625
240,1,16,25622.681641
240,1,17,25348.900391
240,1,18,3970.929688
240,1,19,7997.408203
240,1,20,16749.933594
240,1,21,2897.037598
240,1,22,7415.276367
240,1,23,3590.245361
240,1,24,8595.470703
240,1,25,20613.271484
240,1,26,8495.245117
240,1,27,14665.574219
240,1,28,12457.690430
240,1,29,16537.511719
240,1,30,13389.989258
240,1,31,4225.951660
240,1,32,12788.843750
240,1,33,14959.656250
240,1,34,14130.668945
240,1,35,15673.012695
240,1,36,25371.890625
240,1,37,13451.484375
240,1,38,5482.260742
240,1,39,17192.974609
240,1,40,108621.640625
240,1,41,24732.824219
240,1,42,13304.748047
240,1,43,34130.664062
240,1,44,14031.574219
240,1,45,9711.734375
240,1,46,14984.894531
240,1,47,16257.896484
240,1,48,6911.359375
240,1,49,122.269287
240,1,50,77617.460938
240,1,51,49.853027
240,1,52,4415.820312
240,1,53,275.653320
240,1,54,409.013672
240,1,55,6999.122559
240,1,56,6667.543945
240,1,58,1535.983643
240,1,59,19198.591797
240,1,60,11036.166016
240,1,62,48042.890625
240,1,63,1017.735107
240,1,64,2828.378174
240,1,65,6801.014160
240,1,66,15356.997070
240,1,67,13833.906250
240,1,68,18043.697266
240,1,69,1450.159180
240,1,70,20207.972656
240,1,71,2260.359375
240,1,72,11409.976562
240,1,73,581.168457
240,1,74,9778.898438
240,1,75,24657.355469
240,1,76,9542.307617
240,1,77,11085.333008
240,1,78,4679.865723
240,1,79,24974.171875
240,1,80,9537.578125
240,1,81,3302.074951
240,1,82,17382.439453
240,1,83,1724.901855
240,1,84,3959.856201
240,1,85,7119.809570
240,1,86,16273.593750
240,1,87,1364.674072
240,1,88,7686.603516
240,1,90,18324.589844
240,1,91,12601.208008
240,1,92,94296.757812
240,1,93,15470.359375
240,1,94,13947.119141
240,1,96,24606.431641
240,1,97,22199.917969
240,1,98,17804.667969
240,1,100,8310.193359
262,1,-1,0.000000
262,1,1,22798.009766
262,1,2,4793.174805
262,1,3,984.866699
262,1,5,44894.820312
262,1,6,16257.481445
262,1,7,697.576172
262,1,8,6702.497070
262,1,11,38407.007812
262,1,12,399.606445
262,1,15,56.953125
262,1,16,24693.902344
262,1,18,16988.703125
262,1,19,19454.074219
262,1,20,8359.650391
262,1,21,1272.754883
262,1,22,1003.712891
262,1,23,6051.147461
262,1,24,5897.293945
262,1,27,778.092773
262,1,28,316.478516
262,1,29,6846.956055
262,1,32,8159.612305
262,1,35,1371.744141
262,1,38,29949.906250
262,1,40,18273.568359
262,1,43,17349.494141
262,1,44,878.921875
262,1,47,8526.414062
262,1,48,6321.006348
262,1,51,7432.159180
262,1,52,6718.502930
262,1,53,19444.568359
262,1,54,13310.671875
262,1,56,1245.960938
262,1,57,806.501953
262,1,59,10771.419922
262,1,61,10813.271484
262,1,62,20271.275391
262,1,64,545.283203
262,1,65,39761.781250
262,1,68,558.486328
262,1,71,9355.397461
262,1,72,5648.245117
262,1,73,2265.961426
262,1,74,410.574707
262,1,75,12781.490234
262,1,77,1417.113281
262,1,81,804.121094
262,1,84,55843.382812
262,1,85,1952.120361
262,1,86,1239.035156
262,1,89,7831.312500
262,1,90,14084.286133
262,1,91,32967.179688
262,1,92,18109.041016
262,1,93,27347.136719
262,1,95,14999.804688
262,1,96,3669.251465
270,1,-1,0.000000
270,1,2,1454.851562
270,1,9,8960.653320
270,1,15,2412.934326
270,1,31,351.025391
270,1,59,1141.347656
283,1,-1,0.000000
283,1,3,2557.226562
283,1,4,4104.375000
283,1,5,231.427734
283,1,7,5653.018066
283,1,9,15995.582031
283,1,10,1485.192383
283,1,11,19481.878906
283,1,14,8226.943359
283,1,15,196.111328
283,1,16,959.263672
283,1,19,5047.504883
283,1,21,3296.696777
283,1,23,7815.740723
283,1,24,18295.005859
283,1,26,5105.079102
283,1,27,6585.332031
283,1,28,2467.227295
283,1,29,3019.359375
283,1,30,528.446777
283,1,31,5217.007812
283,1,32,1192.096191
283,1,35,1027.125000
283,1,36,9079.404297
283,1,39,191.493164
283,1,40,3435.186035
283,1,41,1861.245361
283,1,43,13223.085938
283,1,44,2741.049316
283,1,45,22914.718750
283,1,46,5646.837402
283,1,47,251.910156
283,1,49,3058.050049
283,1,51,9200.791992
283,1,53,10179.720703
283,1,54,2487.362549
283,1,55,7863.966797
283,1,57,7131.666992
283,1,59,18124.916016
283,1,61,6948.445312
283,1,62,7547.034180
283,1,64,12160.548828
283,1,65,5737.872070
283,1,66,2608.256348
283,1,67,7107.963867
283,1,69,8290.806641
283,1,70,8138.751953
283,1,71,11143.458984
283,1,72,5051.479004
283,1,74,225.155273
283,1,75,4056.326660
283,1,76,3239.949951
283,1,77,313.153320
283,1,78,1312.928223
283,1,84,6507.415527
283,1,85,6579.953125
283,1,87,7446.143555
283,1,89,10381.325195
283,1,90,2331.859375
283,1,91,998.764404
283,1,95,6639.691406
283,1,96,7496.811035
284,1,-1,0.000000
284,1,41,3455.875000
284,1,48,2598.965576
284,1,52,4454.665527
284,1,74,941.080078
284,1,79,3244.384277
284,1,88,745.987793
316,1,-1,17724.076172
316,1,1,21739.472656
316,1,2,39879.343750
316,1,3,14134.804688
316,1,4,5112.638184
316,1,5,21516.673828
316,1,6,20044.324219
316,1,7,47283.882812
316,1,8,40083.746094
316,1,9,52215.085938
316,1,10,17440.183594
316,1,11,20653.542969
316,1,12,7531.862305
316,1,13,135403.015625
316,1,14,14074.762695
316,1,15,25626.851562
316,1,16,17742.558594
316,1,17,20678.824219
316,1,18,20296.255859
316,1,19,23111.714844
316,1,20,10588.679688
316,1,21,12862.898438
316,1,22,25631.144531
316,1,23,47803.222656
316,1,24,29743.601562
316,1,25,13596.926758
316,1,26,13305.123047
316,1,27,16950.486328
316,1,28,34748.273438
316,1,29,746.567871
316,1,30,21761.509766
316,1,31,35093.437500
316,1,32,10395.438477
316,1,33,8027.320312
316,1,34,52696.085938
316,1,35,12869.500000
316,1,36,22696.822266
316,1,37,17177.404297
316,1,38,13985.478516
316,1,39,35164.500000
316,1,40,10474.227539
316,1,41,31458.769531
316,1,42,22497.121094
316,1,43,33701.898438
316,1,44,38501.976562
316,1,45,12000.106445
316,1,46,11737.650391
316,1,47,19266.869141
316,1,48,46341.195312
316,1,49,37253.542969
316,1,50,13349.840820
316,1,51,8662.025391
316,1,52,5920.395508
316,1,55,18909.630859
316,1,56,17829.875000
316,1,57,15439.554688
316,1,58,13180.765625
316,1,59,45990.046875
316,1,60,7806.640625
316,1,61,25916.179688
316,1,62,32852.929688
316,1,63,11828.153320
316,1,64,12817.634766
316,1,65,30440.839844
316,1,66,9378.137695
316,1,68,33385.214844
316,1,69,23694.523438
316,1,70,39304.539062
316,1,71,19625.111328
316,1,72,19831.771484
316,1,73,32504.152344
316,1,74,28156.431641
316,1,75,27165.406250
316,1,76,90769.843750
316,1,77,1514.705566
316,1,78,64611.562500
316,1,79,47478.910156
316,1,80,20912.843750
316,1,81,10533.029297
316,1,82,18086.996094
316,1,83,40473.394531
316,1,84,35372.761719
316,1,85,24614.386719
316,1,86,30077.906250
316,1,87,11621.640625
316,1,88,14183.046875
316,1,89,59807.582031
316,1,90,7634.269531
316,1,91,20804.527344
316,1,92,34780.882812
316,1,93,27297.925781
316,1,94,72742.484375
316,1,95,16119.826172
316,1,96,11523.875000
316,1,97,28999.884766
316,1,98,52756.617188
316,1,99,40759.906250
316,1,100,59485.750000
328,1,-1,0.000000
328,1,2,2363.231934
328,1,4,4008.096924
328,1,5,1508.724609
328,1,9,1292.362305
328,1,10,2626.370361
328,1,23,822.989014
328,1,24,4516.135254
328,1,28,1019.201660
328,1,33,3075.394531
328,1,35,736.903809
328,1,37,1956.315674
328,1,38,1377.545410
328,1,45,6785.127930
328,1,50,1670.695312
328,1,53,8053.956055
328,1,54,11360.763672
328,1,55,1696.068359
328,1,57,3149.345215
328,1,61,1424.730469
328,1,66,26.400879
328,1,69,10456.544922
328,1,77,3284.318848
328,1,81,2321.410889
328,1,82,3165.254639
328,1,85,1591.772461
328,1,86,1371.805176
328,1,87,9029.690430
328,1,88,348.604492
328,1,93,1589.372559
328,1,94,2870.375000
328,1,96,2839.303223
328,1,98,16017.458984
100027,1,-1,0.000000
100050,1,-1,0.000000
100050,1,1,10800.333984
100050,1,3,304.856445
100050,1,5,12331.500000
100050,1,11,12428.037109
100050,1,14,13838.103516
100050,1,15,2811.893799
100050,1,16,7227.960938
100050,1,19,2863.637451
100050,1,23,152.976562
100050,1,24,321.061523
100050,1,26,2614.638184
100050,1,28,22371.449219
100050,1,29,1876.525757
100050,1,42,12828.658203
100050,1,44,614.613281
100050,1,45,1839.039062
100050,1,46,6179.309570
100050,1,47,1451.749023
100050,1,52,22633.253906
100050,1,54,7637.864258
100050,1,55,17301.613281
100050,1,56,194.053711
100050,1,61,7047.286133
100050,1,62,9802.230469
100050,1,63,371.366211
100050,1,64,877.138184
100050,1,71,1780.080444
100050,1,72,5501.787598
100050,1,74,8717.887695
100050,1,81,15474.279297
100050,1,82,1932.535889
100050,1,83,2409.918701
100050,1,85,10487.958984
100050,1,88,3632.220215
100050,1,92,16366.369141
100050,1,93,2233.756348
100050,1,94,1869.774170
100050,1,96,14124.715820
100050,1,97,8333.787109
100050,1,98,36912.894531
100050,1,99,2301.754639
100065,1,-1,3885.607910
100065,1,1,2793.514160
100065,1,2,19334.105469
100065,1,3,26227.291016
100065,1,4,13352.062500
100065,1,5,4612.567871
100065,1,6,7246.833984
100065,1,7,2255.126465
100065,1,8,10862.427734
100065,1,9,12911.898438
100065,1,11,2992.995361
100065,1,12,5878.852539
100065,1,13,4206.685059
100065,1,14,4512.604492
100065,1,15,10739.544922
100065,1,16,10187.419922
100065,1,17,8185.882812
100065,1,18,15501.958984
100065,1,19,2785.118652
100065,1,20,12862.200195
100065,1,21,805.219238
100065,1,22,3624.306152
100065,1,24,18712.330078
100065,1,25,9496.279297
100065,1,27,3956.046875
100065,1,28,12667.765625
100065,1,29,3172.240723
100065,1,30,13603.664062
100065,1,31,15767.638672
100065,1,32,8071.689453
100065,1,33,4511.271973
100065,1,34,21820.339844
100065,1,36,3566.053223
100065,1,37,6930.523438
100065,1,38,16227.090820
100065,1,39,9786.324219
100065,1,40,1428.779785
100065,1,41,19184.755859
100065,1,44,58358.476562
100065,1,45,1713.569824
100065,1,46,10990.184570
100065,1,47,2120.625000
100065,1,48,10540.826172
100065,1,49,30660.324219
100065,1,50,3718.699219
100065,1,51,15067.942383
100065,1,52,6101.470215
100065,1,53,22149.292969
100065,1,54,6347.973633
100065,1,55,24641.894531
100065,1,56,594.416992
100065,1,57,18937.953125
100065,1,58,10403.318359
100065,1,59,17776.597656
100065,1,60,8526.279297
100065,1,61,2886.129639
100065,1,62,19571.443359
100065,1,63,2089.629639
100065,1,65,12380.833984
100065,1,66,2514.992920
100065,1,67,599.968750
100065,1,68,9401.431641
100065,1,69,8803.404297
100065,1,70,12201.448242
100065,1,71,10353.809570
100065,1,72,6110.963867
100065,1,73,8770.748047
100065,1,74,10926.130859
100065,1,76,7459.768555
100065,1,77,17125.906250
100065,1,78,16358.902344
100065,1,79,452.417236
100065,1,80,3855.471924
100065,1,81,22057.597656
100065,1,82,1471.164551
100065,1,83,10463.041016
100065,1,84,21242.402344
100065,1,86,6646.697754
100065,1,88,2154.965576
100065,1,89,1856.520264
100065,1,91,11812.981445
100065,1,92,513.020996
100065,1,93,9240.706055
100065,1,94,22676.337891
100065,1,95,11836.322266
100065,1,96,255.362061
100065,1,97,7179.462402
100065,1,99,9242.001953
100065,1,100,17667.068359
100067,1,-1,0.000000
100110,1,-1,0.000000
100110,1,93,130.803223
100136,1,-1,0.000000
100136,1,2,19.770996
100136,1,3,580.018555
100136,1,5,207.544922
100136,1,7,8829.181641
100136,1,11,3500.451660
100136,1,13,705.220215
100136,1,14,42.212891
100136,1,18,2094.651611
100136,1,20,2813.475098
100136,1,25,9517.601562
100136,1,29,9.143555
100136,1,35,134.369141
100136,1,36,3271.629639
100136,1,37,4032.540527
100136,1,40,763.796875
100136,1,44,5168.639160
100136,1,45,10202.351562
100136,1,46,2064.040527
100136,1,48,3205.795410
100136,1,50,1183.406738
100136,1,52,9009.245117
100136,1,53,3264.485840
100136,1,57,9822.328125
100136,1,61,253.584961
100136,1,65,215.149414
100136,1,67,4107.051758
100136,1,72,3778.790527
100136,1,86,5075.478027
100136,1,87,6028.141602
100136,1,88,6025.471680
100136,1,89,754.735352
100136,1,90,876.056152
100136,1,94,1210.296875
100136,1,96,1002.306641
100136,1,100,358.454590
100175,1,-1,0.000000
100211,1,-1,25653.431641
100211,1,1,30098.097656
100211,1,2,54151.148438
100211,1,3,24710.992188
100211,1,4,29264.988281
100211,1,5,24210.597656
100211,1,6,108290.664062
100211,1,7,7708.929688
100211,1,8,76685.851562
100211,1,9,15194.722656
100211,1,10,25041.375000
100211,1,11,23973.244141
100211,1,12,24281.292969
100211,1,13,53229.031250
100211,1,14,7959.835938
100211,1,15,6119.644531
100211,1,16,31281.953125
