Summary_id,type, return_period, Loss_mean
1, 2, 270.270264,4171.458496
1, 2, 263.157898,4077.494385
1, 2, 256.410248,3993.154541
1, 2, 250.000000,3976.759033
1, 2, 243.902435,3737.953613
1, 2, 238.095245,3685.738525
1, 2, 232.558136,3679.146484
1, 2, 227.272720,3430.268799
1, 2, 222.222229,3328.478516
1, 2, 217.391312,3135.424561
1, 2, 212.765961,2619.219482
1, 2, 208.333328,2478.363525
1, 2, 204.081635,2417.565918
1, 2, 200.000000,2293.087891
1, 2, 196.078430,1952.755615
1, 2, 192.307693,1904.431396
1, 2, 188.679245,1758.923706
1, 2, 185.185181,1755.635376
1, 2, 181.818176,1702.561035
1, 2, 178.571426,1576.438354
1, 2, 175.438599,1545.220825
1, 2, 172.413788,1485.774902
1, 2, 169.491531,1105.410156
1, 2, 166.666672,945.581360
1, 2, 163.934433,838.899353
1, 2, 161.290329,793.075439
1, 2, 158.730164,663.734924
1, 2, 156.250000,408.876648
1, 2, 153.846161,406.783875
1, 2, 151.515152,314.325806
1, 2, 149.253738,233.318939
1, 2, 147.058823,232.700729
1, 2, 144.927536,167.221832
1, 2, 142.857147,57.218372
1, 2, 140.845078,2.289028
2, 1, 10000.000000,7341.830078
2, 1, 5000.000000,6275.241211
2, 1, 3333.333252,5654.937500
2, 1, 2500.000000,5150.872070
2, 1, 2000.000000,4885.431152
2, 1, 1666.666626,4871.586914
2, 1, 1428.571411,4821.396973
2, 1, 1250.000000,4793.445312
2, 1, 1111.111084,4735.812500
2, 1, 1000.000000,4735.812500
2, 1, 909.090881,4485.348145
2, 1, 833.333313,4479.458008
2, 1, 769.230774,4356.078125
2, 1, 714.285706,4346.355469
2, 1, 666.666687,4294.305664
2, 1, 625.000000,4244.083984
2, 1, 588.235291,4242.355469
2, 1, 555.555542,4209.003418
2, 1, 526.315796,4189.051758
2, 1, 500.000000,4187.306641
2, 1, 476.190491,4164.457520
2, 1, 454.545441,4152.607910
2, 1, 434.782623,4150.263672
2, 1, 416.666656,4136.074707
2, 1, 400.000000,4063.527832
2, 1, 384.615387,4032.534180
2, 1, 370.370361,4029.560547
2, 1, 357.142853,4011.522705
2, 1, 344.827576,3998.617920
2, 1, 333.333344,3983.562988
2, 1, 322.580658,3962.011963
2, 1, 312.500000,3950.785889
2, 1, 303.030304,3947.515625
2, 1, 294.117645,3947.515625
2, 1, 285.714294,3944.011230
2, 1, 277.777771,3912.065918
2, 1, 270.270264,3912.065918
2, 1, 263.157898,3910.169678
2, 1, 256.410248,3909.616699
2, 1, 250.000000,3894.057129
2, 1, 243.902435,3864.929688
2, 1, 238.095245,3860.283691
2, 1, 232.558136,3856.739990
2, 1, 227.272720,3845.844971
2, 1, 222.222229,3841.205566
2, 1, 217.391312,3830.661865
2, 1, 212.765961,3829.541016
2, 1, 208.333328,3827.899414
2, 1, 204.081635,3826.576172
2, 1, 200.000000,3824.898193
2, 1, 196.078430,3823.793457
2, 1, 192.307693,3812.150146
2, 1, 188.679245,3808.606934
2, 1, 185.185181,3614.905273
2, 1, 181.818176,3601.031006
2, 1, 178.571426,3566.822266
2, 1, 175.438599,3541.110840
2, 1, 172.413788,3503.583252
2, 1, 169.491531,3448.311523
2, 1, 166.666672,3428.142578
2, 1, 163.934433,3423.351807
2, 1, 161.290329,3392.452393
2, 1, 158.730164,3381.045410
2, 1, 156.250000,3329.821289
2, 1, 153.846161,3107.370117
2, 1, 151.515152,2983.470703
2, 1, 149.253738,2969.840576
2, 1, 147.058823,2895.166016
2, 1, 144.927536,2816.496338
2, 1, 142.857147,2591.175537
2, 1, 140.845078,2433.712891
2, 1, 138.888885,2392.991943
2, 1, 136.986298,2303.962891
2, 1, 135.135132,2263.832275
2, 1, 133.333328,2194.656494
2, 1, 131.578949,2058.516113
2, 1, 129.870132,1974.622437
2, 1, 128.205124,1841.422363
2, 1, 126.582275,1751.152100
2, 1, 125.000000,1740.396484
2, 1, 123.456787,1684.491455
2, 1, 121.951218,1679.871704
2, 1, 120.481926,1558.614502
2, 1, 119.047623,1432.829956
2, 1, 117.647057,1338.507935
2, 1, 116.279068,1302.296509
2, 1, 114.942528,1221.664062
2, 1, 113.636360,1040.046631
2, 1, 112.359550,1031.031494
2, 1, 111.111115,1014.658997
2, 1, 109.890106,932.784241
2, 1, 108.695656,927.925049
2, 1, 107.526878,794.232605
2, 1, 106.382980,780.369385
2, 1, 105.263161,530.453857
2, 1, 104.166664,484.914948
2, 1, 103.092781,446.275940
2, 1, 102.040817,374.079895
2, 1, 101.010101,341.925995
2, 1, 100.000000,316.455811
2, 1, 99.009903,306.569519
2, 1, 98.039215,277.596954
2, 1, 97.087379,256.221863
2, 1, 96.153847,211.208893
2, 1, 95.238098,199.582993
2, 1, 94.339622,186.299561
2, 1, 93.457947,166.909500
2, 1, 92.592590,165.053009
2, 1, 91.743118,158.035278
2, 1, 90.909088,148.817505
2, 1, 90.090088,121.046204
2, 1, 89.285713,114.433228
2, 1, 88.495575,106.022552
2, 1, 87.719299,83.023415
2, 1, 86.956520,57.249660
2, 1, 86.206894,48.708046
2, 1, 85.470085,27.650988
2, 1, 84.745766,27.017197
2, 1, 84.033615,14.684776
2, 1, 83.333336,5.027775
2, 1, 82.644630,2.513077
2, 2, 10000.000000,7166.848145
2, 2, 5000.000000,6193.993164
2, 2, 3333.333252,5888.956543
2, 2, 2500.000000,5881.608887
2, 2, 2000.000000,5629.276855
2, 2, 1666.666626,5620.683594
2, 2, 1428.571411,5589.926270
2, 2, 1250.000000,5542.654785
2, 2, 1111.111084,5293.353027
2, 2, 1000.000000,5246.076172
2, 2, 909.090881,5098.957520
2, 2, 833.333313,5078.346680
2, 2, 769.230774,4982.447754
2, 2, 714.285706,4977.690430
2, 2, 666.666687,4964.316406
2, 2, 625.000000,4854.429688
2, 2, 588.235291,4848.902832
2, 2, 555.555542,4840.833496
2, 2, 526.315796,4798.150391
2, 2, 500.000000,4650.273438
2, 2, 476.190491,4574.717285
2, 2, 454.545441,4570.869141
2, 2, 434.782623,4537.838867
2, 2, 416.666656,4478.273438
2, 2, 400.000000,4437.848633
2, 2, 384.615387,4433.847656
2, 2, 370.370361,4421.196777
2, 2, 357.142853,4411.206543
2, 2, 344.827576,4220.636230
2, 2, 333.333344,4129.555176
2, 2, 322.580658,4121.097168
2, 2, 312.500000,4080.802734
2, 2, 303.030304,4034.145508
2, 2, 294.117645,4014.117188
2, 2, 285.714294,3883.762695
2, 2, 277.777771,3856.187744
2, 2, 270.270264,3809.606934
2, 2, 263.157898,3808.617920
2, 2, 256.410248,3759.503174
2, 2, 250.000000,3754.878174
2, 2, 243.902435,3748.677490
2, 2, 238.095245,3744.800293
2, 2, 232.558136,3723.135742
2, 2, 227.272720,3716.120605
2, 2, 222.222229,3654.282471
2, 2, 217.391312,3581.974854
2, 2, 212.765961,3488.223877
2, 2, 208.333328,3484.571777
2, 2, 204.081635,3470.916016
2, 2, 200.000000,3422.771729
2, 2, 196.078430,3400.410645
2, 2, 192.307693,3389.172852
2, 2, 188.679245,3371.566406
2, 2, 185.185181,3306.867920
2, 2, 181.818176,3303.417969
2, 2, 178.571426,3243.793701
2, 2, 175.438599,3236.070801
2, 2, 172.413788,3193.862305
2, 2, 169.491531,3130.715576
2, 2, 166.666672,3086.413330
2, 2, 163.934433,3076.594238
2, 2, 161.290329,3035.179199
2, 2, 158.730164,2966.330811
2, 2, 156.250000,2722.178955
2, 2, 153.846161,2660.864502
2, 2, 151.515152,2506.359131
2, 2, 149.253738,2443.464844
2, 2, 147.058823,2422.307373
2, 2, 144.927536,2407.697021
2, 2, 142.857147,2374.998779
2, 2, 140.845078,2322.898438
2, 2, 138.888885,2271.347168
2, 2, 136.986298,2218.200439
2, 2, 135.135132,2217.583252
2, 2, 133.333328,2165.619629
2, 2, 131.578949,2146.567383
2, 2, 129.870132,2040.567139
2, 2, 128.205124,2017.252319
2, 2, 126.582275,1922.788574
2, 2, 125.000000,1876.693726
2, 2, 123.456787,1856.090820
2, 2, 121.951218,1744.701294
2, 2, 120.481926,1478.649902
2, 2, 119.047623,1457.627319
2, 2, 117.647057,1409.064209
2, 2, 116.279068,1408.718018
2, 2, 114.942528,1196.578979
2, 2, 113.636360,1094.188843
2, 2, 112.359550,1074.949341
2, 2, 111.111115,970.954895
2, 2, 109.890106,915.824158
2, 2, 108.695656,862.303467
2, 2, 107.526878,762.809448
2, 2, 106.382980,622.595032
2, 2, 105.263161,492.699341
2, 2, 104.166664,472.819977
2, 2, 103.092781,411.279175
2, 2, 102.040817,409.353699
2, 2, 101.010101,368.103577
2, 2, 100.000000,301.093048
2, 2, 99.009903,237.988068
2, 2, 98.039215,211.941162
2, 2, 97.087379,194.456787
2, 2, 96.153847,152.227951
2, 2, 95.238098,142.501160
2, 2, 94.339622,141.554306
2, 2, 93.457947,122.115700
2, 2, 92.592590,108.129990
2, 2, 91.743118,106.821220
2, 2, 90.909088,91.025726
2, 2, 90.090088,90.310669
2, 2, 89.285713,63.324883
2, 2, 88.495575,63.221668
2, 2, 87.719299,24.718643
2, 2, 86.956520,18.309729
2, 2, 86.206894,0.977528
3, 1, 10000.000000,36304.316406
3, 1, 5000.000000,19654.884766
3, 1, 3333.333252,19414.228516
3, 1, 2500.000000,19133.595703
3, 1, 2000.000000,19087.433594
3, 1, 1666.666626,19065.029297
3, 1, 1428.571411,19012.955078
3, 1, 1250.000000,18633.199219
3, 1, 1111.111084,18453.921875
3, 1, 1000.000000,18450.771484
3, 1, 909.090881,18447.724609
3, 1, 833.333313,18444.566406
3, 1, 769.230774,18394.265625
3, 1, 714.285706,18327.185547
3, 1, 666.666687,18308.044922
3, 1, 625.000000,18268.205078
3, 1, 588.235291,18057.347656
3, 1, 555.555542,18045.861328
3, 1, 526.315796,18036.662109
3, 1, 500.000000,17749.578125
3, 1, 476.190491,17687.597656
3, 1, 454.545441,17684.410156
3, 1, 434.782623,17567.638672
3, 1, 416.666656,17537.337891
3, 1, 400.000000,17480.513672
3, 1, 384.615387,17445.648438
3, 1, 370.370361,17430.705078
3, 1, 357.142853,17430.705078
3, 1, 344.827576,17417.603516
3, 1, 333.333344,17339.070312
3, 1, 322.580658,17216.785156
3, 1, 312.500000,17201.789062
3, 1, 303.030304,17089.611328
3, 1, 294.117645,16996.421875
3, 1, 285.714294,16990.822266
3, 1, 277.777771,16943.673828
3, 1, 270.270264,16898.968750
3, 1, 263.157898,16896.240234
3, 1, 256.410248,16723.998047
3, 1, 250.000000,16706.982422
3, 1, 243.902435,16695.664062
3, 1, 238.095245,16567.537109
3, 1, 232.558136,16510.525391
3, 1, 227.272720,16499.267578
3, 1, 222.222229,16437.906250
3, 1, 217.391312,16419.228516
3, 1, 212.765961,16399.732422
3, 1, 208.333328,16394.009766
3, 1, 204.081635,16388.296875
3, 1, 200.000000,16362.915039
3, 1, 196.078430,16339.955078
3, 1, 192.307693,16339.955078
3, 1, 188.679245,14416.081055
3, 1, 185.185181,14406.679688
3, 1, 181.818176,13230.367188
3, 1, 178.571426,13050.754883
3, 1, 175.438599,12401.370117
3, 1, 172.413788,10723.303711
3, 1, 169.491531,10632.773438
3, 1, 166.666672,8931.034180
3, 1, 163.934433,8771.098633
3, 1, 161.290329,8523.022461
3, 1, 158.730164,8520.833984
3, 1, 156.250000,8080.975098
3, 1, 153.846161,7886.195312
3, 1, 151.515152,6291.427246
3, 1, 149.253738,5692.484863
3, 1, 147.058823,4523.451660
3, 1, 144.927536,4457.027344
3, 1, 142.857147,3773.996582
3, 1, 140.845078,3637.779297
3, 1, 138.888885,3346.533203
3, 1, 136.986298,3264.516357
3, 1, 135.135132,3076.353760
3, 1, 133.333328,2577.599121
3, 1, 131.578949,614.857849
3, 1, 129.870132,614.857849
3, 1, 128.205124,454.461212
3, 1, 126.582275,454.461212
3, 1, 125.000000,213.856628
3, 1, 123.456787,133.664597
3, 1, 121.951218,80.199127
3, 1, 120.481926,53.465359
3, 1, 119.047623,26.735655
3, 1, 117.647057,26.735655
3, 2, 10000.000000,34786.789062
3, 2, 5000.000000,20878.578125
3, 2, 3333.333252,20735.078125
3, 2, 2500.000000,20701.005859
3, 2, 2000.000000,20249.798828
3, 2, 1666.666626,20190.589844
3, 2, 1428.571411,19834.636719
3, 2, 1250.000000,19713.621094
3, 2, 1111.111084,19415.892578
3, 2, 1000.000000,19394.777344
3, 2, 909.090881,19387.939453
3, 2, 833.333313,19307.691406
3, 2, 769.230774,19217.898438
3, 2, 714.285706,19216.203125
3, 2, 666.666687,18657.929688
3, 2, 625.000000,18606.898438
3, 2, 588.235291,18463.941406
3, 2, 555.555542,18411.410156
3, 2, 526.315796,18301.259766
3, 2, 500.000000,18185.687500
3, 2, 476.190491,18125.027344
3, 2, 454.545441,18094.136719
3, 2, 434.782623,17949.050781
3, 2, 416.666656,17791.791016
3, 2, 400.000000,17769.296875
3, 2, 384.615387,17767.019531
3, 2, 370.370361,17731.029297
3, 2, 357.142853,17651.406250
3, 2, 344.827576,17456.068359
3, 2, 333.333344,17338.355469
3, 2, 322.580658,17229.292969
3, 2, 312.500000,17136.222656
3, 2, 303.030304,17019.669922
3, 2, 294.117645,16929.923828
3, 2, 285.714294,16802.048828
3, 2, 277.777771,16773.712891
3, 2, 270.270264,16687.125000
3, 2, 263.157898,16617.472656
3, 2, 256.410248,16472.675781
3, 2, 250.000000,16427.748047
3, 2, 243.902435,16411.558594
3, 2, 238.095245,16377.376953
3, 2, 232.558136,16253.485352
3, 2, 227.272720,16167.300781
3, 2, 222.222229,16077.499023
3, 2, 217.391312,15854.969727
3, 2, 212.765961,15828.068359
3, 2, 208.333328,15520.091797
3, 2, 204.081635,15510.579102
3, 2, 200.000000,15416.823242
3, 2, 196.078430,15326.855469
3, 2, 192.307693,15027.934570
3, 2, 188.679245,14870.337891
3, 2, 185.185181,14508.338867
3, 2, 181.818176,13939.890625
3, 2, 178.571426,13153.937500
3, 2, 175.438599,11865.941406
3, 2, 172.413788,10474.708008
3, 2, 169.491531,10226.392578
3, 2, 166.666672,9769.129883
3, 2, 163.934433,9513.311523
3, 2, 161.290329,8986.236328
3, 2, 158.730164,8445.346680
3, 2, 156.250000,8343.612305
3, 2, 153.846161,7862.525879
3, 2, 151.515152,7166.327637
3, 2, 149.253738,6018.102539
3, 2, 147.058823,4891.422852
3, 2, 144.927536,4183.659668
3, 2, 142.857147,3962.163818
3, 2, 140.845078,3855.561035
3, 2, 138.888885,3623.330322
3, 2, 136.986298,3555.310059
3, 2, 135.135132,3409.176270
3, 2, 133.333328,2586.978760
3, 2, 131.578949,653.023743
3, 2, 129.870132,612.986572
3, 2, 128.205124,608.454712
3, 2, 126.582275,336.229034
3, 2, 125.000000,254.745270
3, 2, 123.456787,56.015903
3, 2, 121.951218,46.490978
3, 2, 120.481926,17.328857
4, 1, 10000.000000,12058.951172
4, 1, 5000.000000,6528.518555
4, 1, 3333.333252,6448.601562
4, 1, 2500.000000,6355.402344
4, 1, 2000.000000,6340.073730
4, 1, 1666.666626,6332.632324
4, 1, 1428.571411,6315.341309
4, 1, 1250.000000,6189.226074
4, 1, 1111.111084,6129.688965
4, 1, 1000.000000,6128.643066
4, 1, 909.090881,6127.630859
4, 1, 833.333313,6126.582520
4, 1, 769.230774,6109.879395
4, 1, 714.285706,6087.604004
4, 1, 666.666687,6081.244629
4, 1, 625.000000,6068.014648
4, 1, 588.235291,5997.990723
4, 1, 555.555542,5994.174805
4, 1, 526.315796,5991.119629
4, 1, 500.000000,5895.783203
4, 1, 476.190491,5875.199219
4, 1, 454.545441,5874.140137
4, 1, 434.782623,5835.361328
4, 1, 416.666656,5825.298828
4, 1, 400.000000,5806.428223
4, 1, 384.615387,5794.850098
4, 1, 370.370361,5789.887207
4, 1, 357.142853,5789.887207
4, 1, 344.827576,5785.536621
4, 1, 333.333344,5759.455566
4, 1, 322.580658,5718.846680
4, 1, 312.500000,5713.867188
4, 1, 303.030304,5676.612793
4, 1, 294.117645,5645.664551
4, 1, 285.714294,5643.804199
4, 1, 277.777771,5628.147949
4, 1, 270.270264,5613.302246
4, 1, 263.157898,5612.395020
4, 1, 256.410248,5555.195312
4, 1, 250.000000,5549.543945
4, 1, 243.902435,5545.784180
4, 1, 238.095245,5503.234863
4, 1, 232.558136,5484.303223
4, 1, 227.272720,5480.563965
4, 1, 222.222229,5460.185547
4, 1, 217.391312,5453.983887
4, 1, 212.765961,5447.509766
4, 1, 208.333328,5445.608398
4, 1, 204.081635,5443.712891
4, 1, 200.000000,5435.282715
4, 1, 196.078430,5427.655762
4, 1, 192.307693,5427.655762
4, 1, 188.679245,4788.626465
4, 1, 185.185181,4785.504395
4, 1, 181.818176,4394.778809
4, 1, 178.571426,4335.118164
4, 1, 175.438599,4119.417480
4, 1, 172.413788,3562.025391
4, 1, 169.491531,3531.955078
4, 1, 166.666672,2966.693115
4, 1, 163.934433,2913.566895
4, 1, 161.290329,2831.164062
4, 1, 158.730164,2830.437012
4, 1, 156.250000,2684.331787
4, 1, 153.846161,2619.634521
4, 1, 151.515152,2089.910156
4, 1, 149.253738,1890.961426
4, 1, 147.058823,1502.645752
4, 1, 144.927536,1480.580933
4, 1, 142.857147,1253.700928
4, 1, 140.845078,1208.451294
4, 1, 138.888885,1111.701782
4, 1, 136.986298,1084.456665
4, 1, 135.135132,1021.950073
4, 1, 133.333328,856.268188
4, 1, 131.578949,204.258591
4, 1, 129.870132,204.258591
4, 1, 128.205124,150.974136
4, 1, 126.582275,150.974136
4, 1, 125.000000,71.044144
4, 1, 123.456787,44.404003
4, 1, 121.951218,26.642525
4, 1, 120.481926,17.761436
4, 1, 119.047623,8.881716
4, 1, 117.647057,8.881716
4, 2, 10000.000000,14389.216797
4, 2, 5000.000000,8192.125977
4, 2, 3333.333252,7458.712891
4, 2, 2500.000000,7355.131836
4, 2, 2000.000000,7323.144531
4, 2, 1666.666626,7248.635742
4, 2, 1428.571411,7120.813965
4, 2, 1250.000000,6863.898438
4, 2, 1111.111084,6861.911621
4, 2, 1000.000000,6815.812500
4, 2, 909.090881,6774.463867
4, 2, 833.333313,6749.958496
4, 2, 769.230774,6476.124023
4, 2, 714.285706,6439.034180
4, 2, 666.666687,6397.321777
4, 2, 625.000000,6351.714844
4, 2, 588.235291,6272.463379
4, 2, 555.555542,6221.659668
4, 2, 526.315796,6152.761719
4, 2, 500.000000,6072.189941
4, 2, 476.190491,5936.939941
4, 2, 454.545441,5855.897949
4, 2, 434.782623,5786.545898
4, 2, 416.666656,5757.979492
4, 2, 400.000000,5740.775879
4, 2, 384.615387,5734.957031
4, 2, 370.370361,5720.292969
4, 2, 357.142853,5690.653809
4, 2, 344.827576,5675.608887
4, 2, 333.333344,5616.374512
4, 2, 322.580658,5604.187012
4, 2, 312.500000,5574.168945
4, 2, 303.030304,5552.117188
4, 2, 294.117645,5501.976562
4, 2, 285.714294,5469.958008
4, 2, 277.777771,5376.679688
4, 2, 270.270264,5258.204102
4, 2, 263.157898,5229.238281
4, 2, 256.410248,5203.464355
4, 2, 250.000000,5162.396973
4, 2, 243.902435,5113.464844
4, 2, 238.095245,5088.995605
4, 2, 232.558136,5070.693359
4, 2, 227.272720,4967.508789
4, 2, 222.222229,4915.157715
4, 2, 217.391312,4863.608887
4, 2, 212.765961,4859.227051
4, 2, 208.333328,4845.435059
4, 2, 204.081635,4791.576660
4, 2, 200.000000,4777.391113
4, 2, 196.078430,4676.875000
4, 2, 192.307693,4607.385254
4, 2, 188.679245,4543.989258
4, 2, 185.185181,4312.526855
4, 2, 181.818176,3687.128174
4, 2, 178.571426,3591.004150
4, 2, 175.438599,3330.883057
4, 2, 172.413788,3281.013428
4, 2, 169.491531,3187.033203
4, 2, 166.666672,3138.263428
4, 2, 163.934433,2963.002197
4, 2, 161.290329,2951.675049
4, 2, 158.730164,2627.100586
4, 2, 156.250000,2238.630615
4, 2, 153.846161,2180.507812
4, 2, 151.515152,2097.611328
4, 2, 149.253738,1977.093506
4, 2, 147.058823,1974.934814
4, 2, 144.927536,1664.207886
4, 2, 142.857147,1595.776855
4, 2, 140.845078,1561.686523
4, 2, 138.888885,1215.448486
4, 2, 136.986298,1123.089722
4, 2, 135.135132,1091.294189
4, 2, 133.333328,1089.504517
4, 2, 131.578949,322.520935
4, 2, 129.870132,313.969360
4, 2, 128.205124,218.020996
4, 2, 126.582275,203.654480
4, 2, 125.000000,93.923233
4, 2, 123.456787,23.907818
4, 2, 121.951218,22.366264
5, 1, 10000.000000,18793.453125
5, 1, 5000.000000,10170.726562
5, 1, 3333.333252,10046.775391
5, 1, 2500.000000,9902.229492
5, 1, 2000.000000,9878.452148
5, 1, 1666.666626,9866.911133
5, 1, 1428.571411,9840.089844
5, 1, 1250.000000,9644.494141
5, 1, 1111.111084,9552.156250
5, 1, 1000.000000,9550.531250
5, 1, 909.090881,9548.961914
5, 1, 833.333313,9547.333984
5, 1, 769.230774,9521.429688
5, 1, 714.285706,9486.879883
5, 1, 666.666687,9477.019531
5, 1, 625.000000,9456.500977
5, 1, 588.235291,9347.893555
5, 1, 555.555542,9341.975586
5, 1, 526.315796,9337.237305
5, 1, 500.000000,9189.372070
5, 1, 476.190491,9157.448242
5, 1, 454.545441,9155.806641
5, 1, 434.782623,9095.660156
5, 1, 416.666656,9080.056641
5, 1, 400.000000,9050.786133
5, 1, 384.615387,9032.832031
5, 1, 370.370361,9025.129883
5, 1, 357.142853,9025.129883
5, 1, 344.827576,9018.385742
5, 1, 333.333344,8977.931641
5, 1, 322.580658,8914.947266
5, 1, 312.500000,8907.224609
5, 1, 303.030304,8849.447266
5, 1, 294.117645,8801.450195
5, 1, 285.714294,8798.561523
5, 1, 277.777771,8774.280273
5, 1, 270.270264,8751.253906
5, 1, 263.157898,8749.848633
5, 1, 256.410248,8661.133789
5, 1, 250.000000,8652.371094
5, 1, 243.902435,8646.537109
5, 1, 238.095245,8580.544922
5, 1, 232.558136,8551.184570
5, 1, 227.272720,8545.383789
5, 1, 222.222229,8513.777344
5, 1, 217.391312,8504.157227
5, 1, 212.765961,8494.117188
5, 1, 208.333328,8491.168945
5, 1, 204.081635,8488.225586
5, 1, 200.000000,8475.150391
5, 1, 196.078430,8463.324219
5, 1, 192.307693,8463.324219
5, 1, 188.679245,7467.760254
5, 1, 185.185181,7462.916016
5, 1, 181.818176,6854.017578
5, 1, 178.571426,6761.041016
5, 1, 175.438599,6424.939453
5, 1, 172.413788,5556.208008
5, 1, 169.491531,5509.346191
5, 1, 166.666672,4628.191895
5, 1, 163.934433,4545.348633
5, 1, 161.290329,4416.876465
5, 1, 158.730164,4415.749512
5, 1, 156.250000,4188.031250
5, 1, 153.846161,4087.242432
5, 1, 151.515152,3261.650146
5, 1, 149.253738,2951.527832
5, 1, 147.058823,2346.145508
5, 1, 144.927536,2311.700928
5, 1, 142.857147,1958.036011
5, 1, 140.845078,1887.409668
5, 1, 138.888885,1736.331543
5, 1, 136.986298,1693.783691
5, 1, 135.135132,1596.175049
5, 1, 133.333328,1337.455078
5, 1, 131.578949,319.231232
5, 1, 129.870132,319.231232
5, 1, 128.205124,235.954224
5, 1, 126.582275,235.954224
5, 1, 125.000000,111.033112
5, 1, 123.456787,69.398117
5, 1, 121.951218,41.638958
5, 1, 120.481926,27.758945
5, 1, 119.047623,13.881230
5, 1, 117.647057,13.881230
5, 2, 10000.000000,16020.601562
5, 2, 5000.000000,14401.095703
5, 2, 3333.333252,14292.929688
5, 2, 2500.000000,13462.904297
5, 2, 2000.000000,12125.257812
5, 2, 1666.666626,11500.657227
5, 2, 1428.571411,11120.443359
5, 2, 1250.000000,11108.998047
5, 2, 1111.111084,11012.744141
5, 2, 1000.000000,10723.837891
5, 2, 909.090881,10717.343750
5, 2, 833.333313,10646.295898
5, 2, 769.230774,10537.686523
5, 2, 714.285706,10536.851562
5, 2, 666.666687,10391.786133
5, 2, 625.000000,10319.561523
5, 2, 588.235291,9950.289062
5, 2, 555.555542,9817.322266
5, 2, 526.315796,9591.602539
5, 2, 500.000000,9417.951172
5, 2, 476.190491,9279.896484
