summary_id,type,event_id,mean,standard_deviation,exposure_value
1,1,700163,0.000000,0,590778.250000
1,2,700163,1180.895020,2682.499268,590778.250000
2,1,700163,0.000000,0,986380.375000
2,2,700163,2565.877930,5021.408203,986380.375000
1,1,700258,836.666626,0,695932.062500
1,2,700258,3146.958008,5178.104004,695932.062500
2,1,700258,3144.444336,0,1161636.750000
2,2,700258,6540.238770,8935.212891,1161636.750000
1,1,700268,0.000000,0,25767.595703
1,2,700268,30.224495,223.850586,25767.595703
2,1,700268,0.000000,0,44695.992188
2,2,700268,282.248444,768.208984,44695.992188
1,1,700288,0.000000,0,390537.656250
1,2,700288,1851.326660,3579.420166,390537.656250
2,1,700288,0.000000,0,652646.062500
2,2,700288,3882.600586,6499.310547,652646.062500
1,1,700301,465.354218,0,590778.250000
1,2,700301,5145.356445,5413.161133,590778.250000
2,1,700301,2525.590332,0,986380.375000
2,2,700301,10121.379883,9231.090820,986380.375000
1,1,700303,0.000000,0,258638.140625
1,2,700303,0.000000,0.000000,258638.140625
2,1,700303,0.000000,0,432813.562500
2,2,700303,0.000000,0.000000,432813.562500
1,1,800012,0.000000,0,258638.140625
1,2,800012,0.000000,0.000000,258638.140625
2,1,800012,0.000000,0,432813.562500
2,2,800012,0.000000,0.000000,432813.562500
1,1,800019,0.000000,0,124399.507812
1,2,800019,0.000000,0.000000,124399.507812
2,1,800019,0.000000,0,209082.500000
2,2,800019,0.000000,0.000000,209082.500000
1,1,800028,0.000000,0,503418.312500
1,2,800028,0.000000,0.000000,503418.312500
2,1,800028,0.000000,0,840780.500000
2,2,800028,0.000000,0.000000,840780.500000
1,1,800069,0.000000,0,6292.500488
1,2,800069,0.000000,0.000000,6292.500488
2,1,800069,0.000000,0,12237.500000
2,2,800069,0.000000,0.000000,12237.500000
1,1,800140,0.000000,0,390537.656250
1,2,800140,2176.697754,3533.894287,390537.656250
2,1,800140,0.000000,0,652646.062500
2,2,800140,4488.157227,6475.499512,652646.062500
1,1,800167,0.000000,0,64386.207031
1,2,800167,1523.904663,2225.533936,64386.207031
2,1,800167,401.277832,0,109060.343750
2,2,800167,3545.648682,4276.321777,109060.343750
1,1,800210,0.000000,0,258638.140625
1,2,800210,756.512817,1536.321045,258638.140625
2,1,800210,0.000000,0,432813.562500
2,2,800210,2063.477295,3104.958984,432813.562500
1,1,800258,0.000000,0,258638.140625
1,2,800258,878.191956,1787.263428,258638.140625
2,1,800258,0.000000,0,432813.562500
2,2,800258,2170.989014,3551.793945,432813.562500
1,1,800270,0.000000,0,613253.375000
1,2,800270,2578.646484,6576.131836,613253.375000
2,1,800270,1737.546387,0,1023838.875000
2,2,800270,5412.020508,11236.578125,1023838.875000
1,1,800276,336.919922,0,622545.875000
1,2,800276,3039.324707,5132.501953,622545.875000
2,1,800276,2311.533203,0,1039326.437500
2,2,800276,6341.682617,8864.762695,1039326.437500
1,1,900022,0.000000,0,390537.656250
1,2,900022,2085.048096,3943.843018,390537.656250
2,1,900022,0.000000,0,652646.062500
2,2,900022,4314.330078,7093.397461,652646.062500
1,1,900082,0.000000,0,393205.593750
1,2,900082,0.000000,0.000000,393205.593750
2,1,900082,0.000000,0,657092.625000
2,2,900082,0.000000,0.000000,657092.625000
1,1,900124,0.000000,0,258638.140625
1,2,900124,0.000000,0.000000,258638.140625
2,1,900124,0.000000,0,432813.562500
2,2,900124,0.000000,0.000000,432813.562500
1,1,900171,0.000000,0,124399.507812
1,2,900171,0.000000,0.000000,124399.507812
2,1,900171,0.000000,0,209082.500000
2,2,900171,0.163398,1.633984,209082.500000
1,1,900203,2715.494873,0,290394.468750
1,2,900203,5593.870605,8154.455566,290394.468750
2,1,900203,6275.824707,0,485740.750000
2,2,900203,10890.622070,13724.692383,485740.750000
1,1,900233,8064.294922,0,695932.062500
1,2,900233,13263.402344,9088.943359,695932.062500
2,1,900233,15190.491211,0,1161636.750000
2,2,900233,23807.257812,15221.958984,1161636.750000
1,1,900307,0.000000,0,258638.140625
