summary_id,return_period,loss
1,10000.000000,28141.421875
1,7500.000000,25892.382812
1,5000.000000,23971.125000
1,1000.000000,13050.107422
1,500.000000,0.000000
1,250.000000,0.000000
1,200.000000,0.000000
1,100.000000,0.000000
1,50.000000,0.000000
1,25.000000,0.000000
1,20.000000,0.000000
1,10.000000,0.000000
1,5.000000,0.000000
1,2.000000,0.000000
2,10000.000000,33998.441406
2,7500.000000,32182.164062
2,5000.000000,29117.925781
2,1000.000000,14471.742188
2,500.000000,3681.689697
2,250.000000,0.000000
2,200.000000,0.000000
2,100.000000,0.000000
2,50.000000,0.000000
2,25.000000,0.000000
2,20.000000,0.000000
2,10.000000,0.000000
2,5.000000,0.000000
2,2.000000,0.000000
3,10000.000000,57962.828125
3,7500.000000,55430.742188
3,5000.000000,51633.664062
3,1000.000000,32544.093750
3,500.000000,22750.128906
3,250.000000,11345.861328
3,200.000000,3466.615723
3,100.000000,0.000000
3,50.000000,0.000000
3,25.000000,0.000000
3,20.000000,0.000000
3,10.000000,0.000000
3,5.000000,0.000000
3,2.000000,0.000000
4,10000.000000,31495.671875
4,7500.000000,29335.976562
4,5000.000000,26640.394531
4,1000.000000,15881.841797
4,500.000000,8079.623535
4,250.000000,0.000000
4,200.000000,0.000000
4,100.000000,0.000000
4,50.000000,0.000000
4,25.000000,0.000000
4,20.000000,0.000000
4,10.000000,0.000000
4,5.000000,0.000000
4,2.000000,0.000000
5,10000.000000,50571.523438
5,7500.000000,48095.523438
5,5000.000000,43185.281250
5,1000.000000,24951.119141
5,500.000000,11796.271484
5,250.000000,0.000000
5,200.000000,0.000000
5,100.000000,0.000000
5,50.000000,0.000000
5,25.000000,0.000000
5,20.000000,0.000000
5,10.000000,0.000000
5,5.000000,0.000000
5,2.000000,0.000000
6,10000.000000,10929.373047
6,7500.000000,10332.952148
6,5000.000000,9623.488281
6,1000.000000,4594.062500
6,500.000000,0.000000
6,250.000000,0.000000
6,200.000000,0.000000
6,100.000000,0.000000
6,50.000000,0.000000
6,25.000000,0.000000
6,20.000000,0.000000
6,10.000000,0.000000
6,5.000000,0.000000
6,2.000000,0.000000
7,10000.000000,18508.787109
7,7500.000000,17407.515625
7,5000.000000,15637.544922
7,1000.000000,8748.170898
7,500.000000,4110.484863
7,250.000000,0.000000
7,200.000000,0.000000
7,100.000000,0.000000
7,50.000000,0.000000
7,25.000000,0.000000
7,20.000000,0.000000
7,10.000000,0.000000
7,5.000000,0.000000
7,2.000000,0.000000
8,10000.000000,14385.892578
8,7500.000000,13638.788086
8,5000.000000,12766.388672
8,1000.000000,6367.455078
8,500.000000,0.000000
8,250.000000,0.000000
8,200.000000,0.000000
8,100.000000,0.000000
8,50.000000,0.000000
8,25.000000,0.000000
8,20.000000,0.000000
8,10.000000,0.000000
8,5.000000,0.000000
8,2.000000,0.000000
9,10000.000000,46924.003906
9,7500.000000,44085.792969
9,5000.000000,39224.101562
9,1000.000000,21426.060547
9,500.000000,4784.303711
9,250.000000,0.000000
9,200.000000,0.000000
9,100.000000,0.000000
9,50.000000,0.000000
9,25.000000,0.000000
9,20.000000,0.000000
9,10.000000,0.000000
9,5.000000,0.000000
9,2.000000,0.000000
10,10000.000000,46682.667969
10,7500.000000,43115.242188
10,5000.000000,38490.992188
10,1000.000000,20383.757812
10,500.000000,4609.012695
10,250.000000,0.000000
10,200.000000,0.000000
10,100.000000,0.000000
10,50.000000,0.000000
10,25.000000,0.000000
10,20.000000,0.000000
10,10.000000,0.000000
10,5.000000,0.000000
10,2.000000,0.000000
11,10000.000000,49759.222656
11,7500.000000,47610.421875
11,5000.000000,42933.742188
11,1000.000000,15178.492188
11,500.000000,0.000000
11,250.000000,0.000000
11,200.000000,0.000000
11,100.000000,0.000000
11,50.000000,0.000000
11,25.000000,0.000000
11,20.000000,0.000000
11,10.000000,0.000000
11,5.000000,0.000000
11,2.000000,0.000000
12,10000.000000,60613.207031
12,7500.000000,58033.468750
12,5000.000000,54021.132812
12,1000.000000,32575.515625
12,500.000000,23282.615234
12,250.000000,4626.343750
12,200.000000,0.000000
12,100.000000,0.000000
12,50.000000,0.000000
12,25.000000,0.000000
12,20.000000,0.000000
12,10.000000,0.000000
12,5.000000,0.000000
12,2.000000,0.000000
13,10000.000000,29786.699219
13,7500.000000,28352.671875
13,5000.000000,25953.890625
13,1000.000000,15446.624023
13,500.000000,11293.120117
13,250.000000,3137.545898
13,200.000000,0.000000
