summary_id,sidx,return_period,loss
1,-1,10000.000000,8963.787109
1,-1,7500.000000,8514.041016
1,-1,5000.000000,8064.294922
1,-1,1000.000000,4415.094238
1,-1,500.000000,1885.123657
1,-1,250.000000,554.039978
1,-1,200.000000,0.000000
1,-1,100.000000,0.000000
1,-1,50.000000,0.000000
1,-1,25.000000,0.000000
1,-1,20.000000,0.000000
1,-1,10.000000,0.000000
1,-1,5.000000,0.000000
1,-1,2.000000,0.000000
1,1,10000.000000,26915.703125
1,1,7500.000000,22987.695312
1,1,5000.000000,19059.689453
1,1,1000.000000,8702.427734
1,1,500.000000,5937.593262
1,1,250.000000,2606.894287
1,1,200.000000,1951.437378
1,1,100.000000,0.000000
1,1,50.000000,0.000000
1,1,25.000000,0.000000
1,1,20.000000,0.000000
1,1,10.000000,0.000000
1,1,5.000000,0.000000
1,1,2.000000,0.000000
1,2,10000.000000,22604.105469
1,2,7500.000000,21843.281250
1,2,5000.000000,21082.458984
1,2,1000.000000,11102.161133
1,2,500.000000,6756.623535
1,2,250.000000,3444.422119
1,2,200.000000,2319.760254
1,2,100.000000,0.000000
1,2,50.000000,0.000000
1,2,25.000000,0.000000
1,2,20.000000,0.000000
1,2,10.000000,0.000000
1,2,5.000000,0.000000
1,2,2.000000,0.000000
1,3,10000.000000,33722.605469
1,3,7500.000000,29230.687500
1,3,5000.000000,24738.771484
1,3,1000.000000,12946.399414
1,3,500.000000,8593.230469
1,3,250.000000,3538.783691
1,3,200.000000,2298.008301
1,3,100.000000,0.000000
1,3,50.000000,0.000000
1,3,25.000000,0.000000
1,3,20.000000,0.000000
1,3,10.000000,0.000000
1,3,5.000000,0.000000
1,3,2.000000,0.000000
1,4,10000.000000,31437.728516
1,4,7500.000000,27870.988281
1,4,5000.000000,24304.246094
1,4,1000.000000,10318.121094
1,4,500.000000,6453.586426
1,4,250.000000,3065.119385
1,4,200.000000,2348.559570
1,4,100.000000,0.000000
1,4,50.000000,0.000000
1,4,25.000000,0.000000
1,4,20.000000,0.000000
1,4,10.000000,0.000000
1,4,5.000000,0.000000
1,4,2.000000,0.000000
1,5,10000.000000,27905.871094
1,5,7500.000000,26777.271484
1,5,5000.000000,25648.671875
1,5,1000.000000,10703.586914
1,5,500.000000,7052.151855
1,5,250.000000,2844.797607
1,5,200.000000,1857.776489
1,5,100.000000,0.000000
1,5,50.000000,0.000000
1,5,25.000000,0.000000
1,5,20.000000,0.000000
1,5,10.000000,0.000000
1,5,5.000000,0.000000
1,5,2.000000,0.000000
1,6,10000.000000,39952.750000
1,6,7500.000000,34235.531250
1,6,5000.000000,28518.314453
1,6,1000.000000,9902.424805
1,6,500.000000,6860.371582
1,6,250.000000,3632.786377
1,6,200.000000,2222.381104
1,6,100.000000,0.000000
1,6,50.000000,0.000000
1,6,25.000000,0.000000
1,6,20.000000,0.000000
1,6,10.000000,0.000000
1,6,5.000000,0.000000
1,6,2.000000,0.000000
1,7,10000.000000,45046.351562
1,7,7500.000000,38481.898438
1,7,5000.000000,31917.449219
1,7,1000.000000,14056.361328
1,7,500.000000,8424.357422
1,7,250.000000,3722.973145
1,7,200.000000,2234.598633
1,7,100.000000,0.000000
1,7,50.000000,0.000000
1,7,25.000000,0.000000
1,7,20.000000,0.000000
1,7,10.000000,0.000000
1,7,5.000000,0.000000
1,7,2.000000,0.000000
1,8,10000.000000,29569.970703
1,8,7500.000000,28835.457031
1,8,5000.000000,28100.945312
1,8,1000.000000,11292.658203
1,8,500.000000,7107.074707
1,8,250.000000,3123.782471
1,8,200.000000,1965.304199
1,8,100.000000,0.000000
1,8,50.000000,0.000000
1,8,25.000000,0.000000
1,8,20.000000,0.000000
1,8,10.000000,0.000000
1,8,5.000000,0.000000
1,8,2.000000,0.000000
1,9,10000.000000,33979.464844
1,9,7500.000000,32481.375000
1,9,5000.000000,30983.287109
1,9,1000.000000,14471.674805
1,9,500.000000,8286.251953
1,9,250.000000,3610.579346
1,9,200.000000,2599.269775
1,9,100.000000,0.000000
1,9,50.000000,0.000000
1,9,25.000000,0.000000
1,9,20.000000,0.000000
1,9,10.000000,0.000000
1,9,5.000000,0.000000
1,9,2.000000,0.000000
1,10,10000.000000,35562.316406
1,10,7500.000000,30489.761719
1,10,5000.000000,25417.205078
1,10,1000.000000,9166.476562
1,10,500.000000,7282.062012
1,10,250.000000,2984.773926
1,10,200.000000,1612.101685
1,10,100.000000,0.000000
1,10,50.000000,0.000000
1,10,25.000000,0.000000
1,10,20.000000,0.000000
1,10,10.000000,0.000000
1,10,5.000000,0.000000
1,10,2.000000,0.000000
1,11,10000.000000,32268.156250
1,11,7500.000000,27097.011719
1,11,5000.000000,21925.867188
1,11,1000.000000,13746.377930
1,11,500.000000,8375.189453
1,11,250.000000,3979.841064
1,11,200.000000,3055.489502
1,11,100.000000,0.000000
1,11,50.000000,0.000000
1,11,25.000000,0.000000
1,11,20.000000,0.000000
1,11,10.000000,0.000000
1,11,5.000000,0.000000
1,11,2.000000,0.000000
1,12,10000.000000,29663.382812
1,12,7500.000000,25129.484375
1,12,5000.000000,20595.585938
1,12,1000.000000,8680.995117
1,12,500.000000,5517.449707
1,12,250.000000,2770.020264
1,12,200.000000,1834.092285
1,12,100.000000,0.000000
1,12,50.000000,0.000000
1,12,25.000000,0.000000
1,12,20.000000,0.000000
1,12,10.000000,0.000000
1,12,5.000000,0.000000
1,12,2.000000,0.000000
1,13,10000.000000,50119.882812
1,13,7500.000000,42126.304688
1,13,5000.000000,34132.722656
1,13,1000.000000,13588.594727
1,13,500.000000,8264.973633
1,13,250.000000,3429.652832
1,13,200.000000,2535.561523
1,13,100.000000,0.000000
1,13,50.000000,0.000000
1,13,25.000000,0.000000
1,13,20.000000,0.000000
1,13,10.000000,0.000000
1,13,5.000000,0.000000
1,13,2.000000,0.000000
1,14,10000.000000,32078.093750
1,14,7500.000000,27522.927734
1,14,5000.000000,22967.761719
1,14,1000.000000,11297.960938
1,14,500.000000,6660.543945
1,14,250.000000,3958.482666
1,14,200.000000,2621.216064
1,14,100.000000,0.000000
1,14,50.000000,0.000000
1,14,25.000000,0.000000
1,14,20.000000,0.000000
1,14,10.000000,0.000000
1,14,5.000000,0.000000
1,14,2.000000,0.000000
1,15,10000.000000,41667.406250
1,15,7500.000000,37820.554688
1,15,5000.000000,33973.707031
1,15,1000.000000,16553.523438
1,15,500.000000,8816.332031
1,15,250.000000,3776.888184
1,15,200.000000,2707.334961
1,15,100.000000,0.000000
1,15,50.000000,0.000000
1,15,25.000000,0.000000
1,15,20.000000,0.000000
1,15,10.000000,0.000000
1,15,5.000000,0.000000
1,15,2.000000,0.000000
1,16,10000.000000,22121.511719
1,16,7500.000000,21767.517578
1,16,5000.000000,21413.523438
1,16,1000.000000,10548.043945
1,16,500.000000,7927.492188
1,16,250.000000,3537.597168
1,16,200.000000,2647.573730
1,16,100.000000,0.000000
1,16,50.000000,0.000000
1,16,25.000000,0.000000
1,16,20.000000,0.000000
1,16,10.000000,0.000000
1,16,5.000000,0.000000
1,16,2.000000,0.000000
1,17,10000.000000,32659.185547
1,17,7500.000000,30949.433594
1,17,5000.000000,29239.681641
1,17,1000.000000,11026.029297
1,17,500.000000,7337.793945
1,17,250.000000,3760.812988
1,17,200.000000,2637.848877
1,17,100.000000,0.000000
1,17,50.000000,0.000000
1,17,25.000000,0.000000
1,17,20.000000,0.000000
1,17,10.000000,0.000000
1,17,5.000000,0.000000
1,17,2.000000,0.000000
1,18,10000.000000,28844.564453
1,18,7500.000000,27563.572266
1,18,5000.000000,26282.580078
1,18,1000.000000,11177.314453
1,18,500.000000,8196.277344
1,18,250.000000,2632.086914
1,18,200.000000,1079.910400
1,18,100.000000,0.000000
1,18,50.000000,0.000000
1,18,25.000000,0.000000
